euSurfaceWaterBodyCode,cArea,cLength
FRFRR377_1,,9.753
FRFRR380_2,,7.62
FRFRR405_4,,6.313
FRFRR407_1,,12.23
FRFRR41_4,,7.891
FRFRR41_8,,12.578
FRFRR410_2,,5.946
FRFRR413_5,,20.996
FRFRR415_1,,26.203
FRFRR45_3,,7.404
FRFRR480_1,,4.214
FRFRR498A_1,,15.939
FRFRR51_3,,7.049
FRFRR519_2,,7.833
FRFRR533_1,,6.56
FRFRR538_1,,10.462
FRFRR543_1,,9.45
FRFRR57_1,,28.546
FRFRR61A_3,,4.078
FRFRR631_3,,5.865
FRFRR636_2,,7.905
FRFRR638_2,,8.565
FRFRR64_1,,4.509
FRFRR640_2,,8.159
FRFRR640_5,,11.56
FRFRR650_1,,3.925
FRFRR71A_1,,7.921
FRFRR72_2,,4.986
FRFRR81_3,,8.222
FRFRR81_6,,6.185
FRFRR82_2,,14.672
FRFL84,4.035,
FRFL97,2.659,
FRFR16,,47.291
FRFR187,,70.172
FRFR194A,,12.505
FRFR206,,46.191
FRFR210B,,11.967
FRFR248,,33.708
FRFR253,,20.765
FRFR26,,36.124
FRFR262,,21.459
FRFR265,,25.869
FRFR277A,,38.459
FRFR288A,,40.283
FRFR300A,,41.182
FRFR300B,,17.445
FRFR307B,,16.919
FRFR349C,,55.472
FRFR34B,,43.25
FRFR381,,19.923
FRFR389,,8.469
FRFR412,,11.753
FRFR421,,23.828
FRFR448,,12.192
FRFR453,,14.81
FRFR476,,24
FRFR477B,,14.458
FRFR483,,23.525
FRFR50,,47.221
FRFR502,,25.848
FRFR52,,22.23
FRFR520,,13.938
FRFR540,,23.916
FRFR545,,19.806
FRFR547,,17.916
FRFR591,,8.743
FRFR602,,33.588
FRFR675,,12.894
FRFR687,,13.771
FRFR7,,28.985
FRFR81,,30.122
FRFR83A,,9.614
FRFR85,,23.221
FRFRL104_1,,7.093
FRFRL12_1,,10.864
FRFRL26_2,,17.594
FRFRL38_1,,9.284
FRFRL46_6,,7.319
FRFRL56_2,,4.257
FRFRL82_1,,4.75
FRFRL9_1,,11.832
FRFRL90_1,,4.624
FRFRR10_5,,6.825
FRFRR104_1,,13.947
FRFRR106A_4,,11.459
FRFRR106A_6,,6.658
FRFRR111_3,,8.913
FRFRR113_3,,9.209
FRFRR12_6,,13.357
FRFRR126B_7,,11.361
FRFRR128B_2,,5.204
FRFRR132_3,,3.86
FRFRR133_4,,8.456
FRFRR137_4,,14.142
FRFRR138_1,,6.213
FRFRR139_1,,10.933
FRFRR14_2,,11.609
FRFRR146_1,,6.774
FRFRR147_6,,8.514
FRFRR148A_1,,5.399
FRFRR149_3,,8.267
FRFRR151_12,,18.29
FRFRR152A_5,,9.503
FRFRR153_7,,10.227
FRFRR155_4,,8.077
FRFRR156_5,,10.303
FRFRR164_11,,26.595
FRFRR164_13,,7.801
FRFRR17_3,,5.345
FRFRR171_1,,9.182
FRDR401C,,19.976
FRDR442,,74.948
FRDR444B,,18.602
FRDR453,,25.184
FRDR461C,,19.062
FRDR490,,14.952
FRDR508A,,7.743
FRDR509C,,10.276
FRDR524,,26.315
FRDR545,,47.564
FRDR552D,,31.743
FRDR566C,,24.68
FRDR584A,,10.61
FRDR587B,,12.391
FRDR591,,20.584
FRDR603,,24.523
FRDR610,,22.817
FRDR618,,32.224
FRDR619,,91.062
FRDR642,,5.71
FRDR653,,15.372
FRDR681,,32.245
FRDR684,,21.129
FRDR695,,31.335
FRDR697,,10.641
FRDR699A,,16.679
FRDT04,37.048,
FRDT19,2.505,
FREC03C,3.27,
FREL135,0.505,
FRER10058,,19.149
FRER10061,,24.271
FRER10123,,7.026
FRER10131,,6.33
FRER10356,,11.07
FRER10742,,6.183
FRER11324,,11.954
FRER11736,,6.946
FRER11945,,19.893
FRER12117,,7.069
FRER17,,9.922
FRER31A,,12.285
FRER43,,74.233
FRER54,,9.792
FRER69C,,34.001
FRER70,,16.844
FRFL102,0.566,
FRFL18,10.569,
FRFL22,0.76,
FRFL25,57.648,
FRFL43,0.858,
FRFL59,2.224,
FRFL65,0.663,
FRFL72,5.072,
FRFL91,0.645,
FRFL99,1.952,
FRFR106A,,44.7
FRFR110B,,4.845
FRFR112A,,29.786
FRFR12,,20.971
FRFR132,,16.007
FRFR170,,49.463
FRFR173,,19.606
FRFR181,,22.703
FRFR196,,24.779
FRFR19B,,5.464
FRFR20,,27.669
FRFR201,,78.38
FRFR205,,55.849
FRFR220,,85.721
FRFR240,,57.864
FRFR243,,42.458
FRFR272,,15.082
FRFR288B,,58.405
FRFR288C,,33.46
FRFR293B,,15.272
FRFR314A,,27.412
FRFR320,,59.865
FRFR357,,5.234
FRFR358,,26.025
FRFR378,,19.125
FRFR387,,14.668
FRGL027,1.498,
FRGL059,0.655,
FRGL077,0.557,
FRGL087,0.043,
FRGL090,0.608,
FRGL091,0.603,
FRGL102,0.294,
FRGL150,1.146,
FRGR0005C,,44.251
FRGR0012,,17.964
FRGR0032C,,32.586
FRGR0039,,105.438
FRGR0044,,130.472
FRGR0103,,45.065
FRGR0109C,,74.009
FRGR0140,,133.352
FRGR0141A,,41.457
FRGR0141C,,9.688
FRGR0157B,,6.356
FRGR0161A,,274.132
FRGR0213A,,91.322
FRGR0215,,45.37
FRGR0222,,323.472
FRGR0226,,8.536
FRGR0231,,42.191
FRGR0248,,67.045
FRGR0251,,41.808
FRGR0264,,42.553
FRGR0275,,137.225
FRGR0294,,33.984
FRGR0299,,28.965
FRGR0320,,144.234
FRGR0328,,26.795
FRGR0345,,37.154
FRGR0347A,,26.219
FRGR0349,,27.686
FRGR0351A,,53.664
FRGR0351C,,142.409
FRGR0359A,,6.379
FRGR0403,,138.236
FRGR0445,,164.131
FRGR0452,,140.813
FRGR0472,,73.134
FRGR0478,,161.297
FRGR0485,,73.546
FRGR0488,,200.922
FRGR0523,,49.461
FRGR0525,,14.642
FRGR0536,,115.569
FRGR0550,,46.922
FRGR0555,,99.779
FRGR0559B,,85.772
FRGR0560,,8.889
FRGR0600,,83.824
FRGR0913,,19.765
FRGR1003,,8.799
FRGR1092,,12.723
FRGR1095,,13.734
FRGR1126,,61.605
FRGR1146,,11.343
FRGR1186,,10.692
FRGR1189,,17.292
FRGR1210,,18.634
FRGR1221,,73.579
FRGR1229,,11.689
FRGR1262,,77.646
FRGR1270,,27.139
FRGR1272,,41.483
FRGR1305,,46.691
FRGR1345,,94.516
FRGR1394,,9.743
FRGR1404,,54.163
FRGR1411,,23.178
FRDR11391,,10.789
FRDR11395,,7.302
FRDR11415,,6.661
FRDR11416,,20.367
FRDR11424,,6.664
FRDR11443,,7.849
FRDR11447,,54.786
FRDR11474,,7.993
FRDR11512,,38.287
FRDR11630,,15.862
FRDR11634,,17.262
FRDR11639,,5.061
FRDR11655,,39.23
FRDR11683,,7.744
FRDR11726,,18.207
FRDR11788,,9.616
FRDR11837,,17.275
FRDR11857,,5.228
FRDR11866,,5.299
FRDR11925,,16.881
FRDR11951,,13.379
FRDR12006,,12.701
FRDR12009,,6.152
FRDR12010,,6.432
FRDR12114,,15.473
FRDR12124,,5.965
FRDR12131,,5.826
FRDR127,,27.076
FRDR141,,24.91
FRDR1807A,,132.608
FRDR183,,23.197
FRDR2006,,100.545
FRDR219,,32.213
FRDR226,,25.97
FRDR243B,,13.466
FRDR247,,22.841
FRDR251,,36.236
FRDR288B,,98.391
FRDR306,,19.471
FRDR314,,38.8
FRDR320,,13.717
FRDR324,,17.176
FRDR346,,6.043
FRDR353A,,33.463
FRDR368C,,20.921
FRDR380A,,23.698
FRDR383,,8.184
FRDR398,,13.539
FRDR401B,,34.867
FRDR429A,,24.177
FRDR429B,,14.696
FRDR438B,,10.844
FRDR448A,,22.549
FRDR466B,,21.107
FRDR482A,,41.205
FRDR495A,,8.512
FRDR498,,30.882
FRDR506B,,8.456
FRDR508B,,9.425
FRDR517C,,16.971
FRDR539B,,17.837
FRDR552B,,44.217
FRDR632B,,25.375
FRDR648B,,22.249
FRDR668,,9.104
FRDR696,,34.387
FRDT06A,1.306,
FREC03AD,247.48,
FRER10352,,6.992
FRER10664,,14.721
FRER10674,,7.193
FRER10779,,8.989
FRER10913,,6.158
FRER10987,,5.803
FRER11889,,34.854
FRER26B,,18.064
FRER3,,2.982
FRER30,,12.678
FRET01,13.752,
FRFL106,0.776,
FRFL15,1.615,
FRFL28,48.326,
FRFL50,1.581,
FRFL53,1.065,
FRFR390,,12.618
FRFR404,,12.912
FRFR411B,,19.827
FRFR459,,12.59
FRFR46C,,21.521
FRFR475,,10.15
FRFR485,,9.267
FRFR488,,12.539
FRFR503,,20.144
FRFR509,,18.622
FRFR510,,3.806
FRFR537,,6.243
FRFR588,,16.528
FRFR593,,12.693
FRFR599,,10.064
FRFR604,,23.454
FRFR636,,20.819
FRFR638,,32.979
FRFR644,,13.863
FRFR657,,19.103
FRFR71A,,19.446
FRFR905A,,14.8
FRFR91,,33.591
FRFR916,,13.959
FRFR924,,21.672
FRFR93,,31.157
FRFRC6_3,,8.474
FRFRL10_1,,20.806
FRFRL46_5,,6.956
FRFRL50_2,,8.044
FRFRL62_1,,23.447
FRFRL74_1,,6.322
FRFRL77_4,,8.478
FRFRL84_1,,11.563
FRFRL93_2,,9.715
FRFRR113_4,,12.805
FRFRR120B_3,,12.832
FRFRR120B_4,,14.594
FRFRR122_1,,7.338
FRFRR123_3,,8.155
FRFRR123_5,,19.279
FRFRR124A_1,,24.582
FRFRR126A_1,,9.982
FRFRR129_3,,10.48
FRFRR136_2,,6.917
FRFRR136_4,,5.203
FRFRR139_11,,13.438
FRFRR139_7,,9.232
FRFRR145A_1,,9.704
FRFRR15_1,,5.901
FRFRR156_4,,11.263
FRFRR16_6,,10.128
FRFRR163_3,,22.261
FRFRR166_12,,8.465
FRFRR166_4,,7.115
FRFRR173_2,,6.799
FRFRR177_3,,7.239
FRFRR178_6,,6.434
FRFRR180_2,,6.65
FRFRR181_4,,11.036
FRFRR184_3,,5.404
FRFRR186_3,,12.128
FRFRR186_4,,11.805
FRFRR187_6,,17.206
FRFRR188_2,,15.201
FRFRR190_2,,4.915
FRFRR194A_6,,7.212
FRFRR199_1,,9.576
FRFRR199_3,,8.866
FRFRR2_11,,7.134
FRFRR2_3,,6.587
FRFRR200_1,,7.474
FRFRR200_5,,8.363
FRFRR202_3,,14.023
FRFRR207_4,,11.383
FRFRR207_6,,13.261
FRFRR21_1,,15.713
FRFRR215A_3,,18.145
FRFRR226A_1,,19.747
FRFRR228_14,,12.78
FRER10807,,34.531
FRER10967,,8.151
FRER11088,,9.033
FRER11280,,6.583
FRER11282,,18.597
FRER11511,,9.503
FRER16,,30.828
FRER31C,,31.702
FRER44,,21.725
FRER48,,22.519
FRER51,,23.931
FRER58A,,16.836
FRER68B,,19.41
FRER69A,,10.683
FRET02,5.396,
FRFL39,0.524,
FRFL41,0.43,
FRFL54,1.123,
FRFL58,0.404,
FRFR117,,28.642
FRFR121,,23.051
FRFR141,,36.665
FRFR161,,62.268
FRFR165,,26.052
FRFR167,,10.872
FRFR169,,23.031
FRFR17,,25.324
FRFR180,,24.188
FRFR208,,68.425
FRFR211,,62.655
FRFR231,,26.32
FRFR237A,,25.915
FRFR23A,,18.089
FRFR245,,12.392
FRFR263,,35.014
FRFR264,,49.648
FRFR268,,28.116
FRFR286,,51.104
FRFR290B,,37.305
FRFR314B,,40.557
FRFR316,,31.033
FRFR331B,,41.089
FRFR362,,17.388
FRFR364,,29.424
FRFR382,,19.647
FRFR441,,12.588
FRFR45,,27.207
FRFR458,,27.308
FRFR491,,13.29
FRFR495,,32.759
FRFR497,,8.93
FRFR506,,18.121
FRFR513,,23.655
FRFR516,,8.516
FRFR530,,14.606
FRFR546,,12.149
FRFR580,,8.399
FRFR614,,18.812
FRFR617,,20.561
FRFR61A,,61.896
FRFR627A,,6.143
FRFR72,,29.417
FRFR931,,19.433
FRFRC6_5,,18.392
FRFRL30_6,,6.218
FRFRL45_1,,6.188
FRFRL56_3,,8.886
FRFRL77_2,,11.967
FRFRR101C_5,,5.761
FRFRR106A_7,,11.877
FRFRR116_1,,13.033
FRFRR120A_4,,8.147
FRFRR123_7,,6.453
FRFRR126B_3,,7.779
FRFRR134_8,,9.93
FRFRR149_4,,8.41
FRFRR156_1,,39.611
FRFRR161_1,,16.06
FRFRR166_7,,11.34
FRFRR170_2,,12.273
FRFRR18_1,,15.203
FRFRR184_5,,11.362
FRFRR643_2,,6.068
FRFRR674_2,,6.729
FRFRR72_4,,4.945
FRFRR76_1,,5.321
FRFRR77_1,,11.748
FRFRR81_2,,1.292
FRFRR830_1,,8.03
FRFRR83B_1,,26.644
FRFRR86_1,,7.604
FRFRR86_2,,9.776
FRFRR95_3,,4.316
FRFRR98B_1,,9.499
FRFRT2_1,,4.017
FRFRT6_8,,9.771
FRFT01,25.419,
FRFT02,22.633,
FRFT06,5.989,
FRFT31,1.704,
FRGC11,45.293,
FRGC29,72.972,
FRGL035,2.282,
FRGL106,0.758,
FRGL125,0.456,
FRGR0009A,,20.724
FRGR0094,,24.477
FRGR0098,,31.486
FRGR0118,,51.627
FRGR0120,,37.494
FRGR0126A,,13.27
FRGR0127,,118.363
FRGR0132,,12.892
FRGR0153,,32.366
FRGR0169,,128.072
FRGR0233,,74.668
FRGR0253,,207.058
FRGR0267,,14.85
FRGR0271A,,44.227
FRGR0280,,123.751
FRGR0295,,65.921
FRGR0307,,58.254
FRGR0312B,,166.545
FRGR0321,,165.673
FRGR0332,,83.264
FRGR0334A,,85.862
FRGR0340A,,395.765
FRGR0369,,22.351
FRGR0374,,66.795
FRGR0379,,97.173
FRGR0385,,162.456
FRGR0393B,,73.89
FRGR0415A,,99.516
FRGR0416C,,15.986
FRGR0438A,,29.311
FRGR0448,,54.282
FRGR0450,,84.628
FRGR0470,,83.28
FRGR0481,,155.284
FRGR0492A,,116.59
FRGR0510,,23.775
FRGR0562A,,120.745
FRGR0568,,105.159
FRGR0581,,57.123
FRGR0947,,59.857
FRGR1076,,13.171
FRGR1082,,11.513
FRGR1099,,11.248
FRGR1115,,37.371
FRGR1147,,14.918
FRGR1150,,91.531
FRGR1155,,22.428
FRGR1204,,62.467
FRGR1207,,16.427
FRGR1208,,14.717
FRGR1235,,27.304
FRGR1278,,21.791
FRGR1287,,15.038
FRHR34,,51.604
FRHR345-I8108000,,12.132
FRHR345-I8110600,,11.894
FRHR346-I9008000,,6.134
FRHR347-I9141500,,8.241
FRHR353-H3239000,,13.808
FRHR354,,30.473
FRHR4,,30.423
FRHR42A-F3006000,,8.598
FRHR502,,94.015
FRHR57-F3232000,,14.253
FRHR57-F3235000,,8.763
FRHR61A-F3304500,,3.94
FRHR70A-F3544000,,13.279
FRHR73A-F4433000,,14.773
FRHR74A-F4105000,,14.496
FRHR74A-F4108000,,22.188
FRHR79-F4164000,,8.641
FRHR81B,,32.516
FRHR84,,43.079
FRHR87,,13.03
FRHR87-F4362000,,3.308
FRHR92-F4484500,,1.7
FRHR95A-F4567000,,7.711
FRHT04,5.449,
FRIC11,295.503,
FRIR08,,11.427
FRIR28,,6.815
FRKR0025,,2.359
FRKR0039,,30.093
FRKR0079,,31.891
FRKR0171,,3.515
FRKR0186,,10.618
FRKR0202,,8.066
FRKR0258,,88.324
FRKR0349,,13.018
FRKR0352,,108.341
FRKR0356,,33.31
FRKR0370,,47.878
FRKR0377,,41.408
FRKR0386,,65.688
FRKR0389,,53.412
FRKR0394,,49.155
FRKR0417,,38.437
FRKR0419,,9.768
FRKR0422,,6.691
FRKR0473,,19.772
FRKR0476,,11.441
FRKR1046,,6.628
FRKR1072,,19.032
FRKR1108,,11.622
FRKR1109,,14.444
FRKR1124,,111.617
FRKR1166,,21.644
FRKR1192,,53.809
FRKR2051,,5.615
FRKR2052,,17.09
FRKR3022,,69.737
FRKR3034,,2.625
FRKR3054,,8.536
FRKR4003,,3.602
FRKR4009,,8.353
FRKR4015,,18.732
FRKR4079,,20.904
FRKR4120,,42.403
FRKR4137,,28.707
FRKR4142,,27.887
FRKR4145,,5.338
FRKR5015,,62.455
FRKR5021,,9.168
FRKR5023,,7.673
FRKR5025,,6.522
FRKR5065,,4.768
FRKR5128,,31.098
FRKR6004,,7.744
FRKR6013,,20.001
FRKR7006,,38.534
FRKR8058,,15.921
FRKR8068,,24.584
FRKT006,26.824,
FRKT008,199.707,
FRLC111,3.232,
FRLL03,0.151,
FRLR02,,49.141
FRLR10,,51.962
FRMC14,23.149,
FRMC16,1.413,
FRMR02,,67.792
FRGL112,1.192,
FRGL119,2.122,
FRGL120,0.753,
FRGL132,0.672,
FRGL152,0.886,
FRGR0041C,,12.194
FRGR0057,,45.924
FRGR0066C,,107.986
FRGR0070,,255.234
FRGR0074,,124.501
FRGR0089,,82.609
FRGR0104,,128.297
FRGR0108,,108.053
FRGR0130,,207.118
FRGR0177,,78.998
FRGR0265,,12.842
FRGR0276,,45.041
FRGR0279,,314.803
FRGR0283,,19.144
FRGR0287A,,87.634
FRGR0293,,137.652
FRGR0296,,52.92
FRGR0309B,,15.715
FRGR0324,,207.135
FRGR0353,,184.795
FRGR0364B,,5.959
FRGR0396,,124.781
FRGR0404,,130.721
FRGR0430,,107.021
FRGR0437,,65.678
FRGR0455B,,55.559
FRGR0494,,188.707
FRGR0498B,,54.56
FRGR0500B,,14.637
FRGR0505B,,19.522
FRGR0524,,80.676
FRGR0535,,52.264
FRGR0570,,50.923
FRGR0574,,282.307
FRGR0580,,58.936
FRGR0928,,22.058
FRGR0937B,,20.439
FRGR0939,,54.905
FRGR1005,,69.545
FRGR1016,,21.531
FRGR1063,,32.343
FRGR1064,,31.593
FRGR1071,,40.484
FRGR1105,,18.83
FRGR1109,,20.688
FRGR1114,,28.76
FRGR1122,,18.807
FRGR1149,,21.372
FRGR1178,,51.696
FRGR1220,,18.714
FRGR1245,,51.961
FRGR1285,,17.376
FRGR1291,,19.694
FRGR1292,,26.091
FRGR1302,,37.377
FRGR1311,,18.79
FRGR1330,,16.957
FRGR1341,,13.904
FRGR1351,,26.533
FRGR1364,,11.201
FRGR1377,,14.58
FRGR1398,,92.984
FRGR1407,,31.322
FRGR1419,,45.653
FRGR1436,,23.817
FRER10389,,7.071
FRER10557,,18.461
FRER10915,,23.564
FRER10917,,6.271
FRER11196,,18.556
FRER11510,,11.924
FRER11633,,11.187
FRER11689,,8.206
FRER11821,,9.076
FRER42,,12.736
FRFC07,66.072,
FRFL1,6.973,
FRFL104,0.441,
FRFL2,0.826,
FRFL30,6.487,
FRFL70,0.815,
FRFR100,,27.057
FRFR119A,,11.285
FRFR126B,,50.229
FRFR128B,,44.564
FRFR146,,34.055
FRFR168,,15.682
FRFR199,,31.112
FRFR1A,,10.049
FRFR202,,40.237
FRFR203,,28.938
FRFR226B,,28.329
FRFR247B,,14.613
FRFR311B,,22.687
FRFR32,,21.919
FRFR325A,,4.803
FRFR326B,,34.114
FRFR334,,25.969
FRFR346,,17.302
FRFR348,,39.484
FRFR4,,24.577
FRFR407,,5.926
FRFR409,,18.576
FRFR415,,14.352
FRFR419,,25.094
FRFR439A,,13.939
FRFR44,,7.61
FRFR445B,,35.053
FRFR449,,20.701
FRFR46B,,18.113
FRFR477A,,20.13
FRFR478,,22.131
FRFR500,,17.908
FRFR519,,11.041
FRFR524,,14.86
FRFR557C,,19.096
FRFR57,,27.824
FRFR587,,9.601
FRFR596,,19.857
FRFR600,,16.27
FRFR61C,,36.25
FRFR620,,14.056
FRFR621,,14.985
FRFR634,,25.431
FRFR640,,18.425
FRFR649,,6.574
FRFR651,,29.124
FRFR90,,33.301
FRFR929,,7.364
FRFR97B,,27.159
FRFRC6_6,,13.984
FRFRL7_1,,12.607
FRFRL74_2,,8.109
FRFRL87_3,,1.584
FRFRL87_5,,20.677
FRFRR108_2,,8.194
FRFRR114_2,,9.616
FRFRR118_1,,13.77
FRFRR128B_1,,5.569
FRFRR136_3,,8.965
FRFRR139_5,,7.361
FRFRR142A_3,,7.774
FRFRR147_3,,12.419
FRFRR148B_2,,7.893
FRFRR152A_1,,12.462
FRFRR85_1,,6.167
FRFRR907_1,,8.386
FRFRT2_2,,5.832
FRFRT2_5,,9.847
FRFRT32_2,,13.742
FRFRT35_1,,5.55
FRFRT35_3,,3.865
FRFT32,34.371,
FRFT35,81.77,
FRGC05,265.828,
FRGC13,185.782,
FRGC39,103.867,
FRGL013,0.706,
FRGL014,0.45,
FRGL040,0.536,
FRGL055,0.538,
FRGL056,1.352,
FRGL063,0.889,
FRGL066,2.108,
FRGL068,0.516,
FRGL071,1.285,
FRGL079,0.797,
FRGL123,0.129,
FRGL135,2.401,
FRGR0002,,62.045
FRGR0004C,,71.972
FRGR0009B,,47.442
FRGR0034,,51.556
FRGR0038A,,86.167
FRGR0078,,156.728
FRGR0079,,110.893
FRGR0095,,341.698
FRGR0100,,84.926
FRGR0113,,233.358
FRGR0121,,188.907
FRGR0128,,118.881
FRGR0160,,57.585
FRGR0173,,144.248
FRGR0199,,31.774
FRGR0204,,68.321
FRGR0212,,150.702
FRGR0214,,58.478
FRGR0228,,149.68
FRGR0246,,33.178
FRGR0259,,96.51
FRGR0338,,130.01
FRGR0344,,112.889
FRGR0366B,,13.32
FRGR0378,,46.742
FRGR0400,,182.767
FRGR0416A,,24.207
FRGR0419,,236.486
FRGR0440,,50.434
FRGR0451,,38.774
FRGR0486,,138.586
FRGR0503,,48.722
FRGR0534,,48.577
FRGR0549A,,122.568
FRGR0583,,59.802
FRGR0584B,,23.757
FRGR0604,,38.129
FRGR0910,,30.371
FRGR0936,,4.313
FRGR1012,,25.203
FRGR1047,,13.523
FRGR1049,,29.494
FRGR1056,,20.123
FRGR1070,,7.384
FRGR1087,,32.642
FRGR1089,,12.913
FRGR1104,,9.181
FRGR1118,,3.291
FRGR1127,,13.716
FRGR1142,,41.502
FRGR1158,,20.382
FRGR1226,,25.894
FRFRR8A_1,,7.763
FRFRR90_2,,7.38
FRFRR905A_3,,11.837
FRFRR98A_2,,10.128
FRFRT33_7,,6.001
FRFT34,23.004,
FRGC18,1321.74,
FRGC33,156.204,
FRGC53,325.877,
FRGL008,1.004,
FRGL010,1.004,
FRGL072,1.276,
FRGL099,0.605,
FRGL121,1.393,
FRGL139,0.464,
FRGL157,2.429,
FRGL167,0.726,
FRGR0005A,,34.171
FRGR0020,,95.431
FRGR0026,,57.84
FRGR0058,,43.946
FRGR0085,,43.019
FRGR0086,,35.517
FRGR0124B,,13.959
FRGR0131,,39.651
FRGR0145,,17.179
FRGR0150A,,49.237
FRGR0181,,38.025
FRGR0188,,62.398
FRGR0211,,36.756
FRGR0216,,62.001
FRGR0227,,100.458
FRGR0241,,27.646
FRGR0260,,85.162
FRGR0278,,16.204
FRGR0281,,60.178
FRGR0290,,226.538
FRGR0308,,144.477
FRGR0315A,,18.774
FRGR0326,,31.845
FRGR0359C,,15.398
FRGR0362,,30.476
FRGR0375,,175.977
FRGR0394,,187.391
FRGR0407,,85.173
FRGR0414,,24.321
FRGR0438B,,31.839
FRGR0462A,,70.396
FRGR0473,,84.875
FRGR0489,,136.499
FRGR0501,,12.054
FRGR0505A,,30.505
FRGR0532,,202.336
FRGR0537,,147.545
FRGR0607,,23.817
FRGR0940,,43.131
FRGR0956C,,74.607
FRGR1007,,86.848
FRGR1021,,58.143
FRGR1072,,22.062
FRGR1074,,65.592
FRGR1079,,19.853
FRGR1106,,17.852
FRGR1107,,25.341
FRGR1133,,8.361
FRGR1172,,12.847
FRGR1173,,16.876
FRGR1191,,15.152
FRGR1216,,20.467
FRGR1217,,11.208
FRGR1239,,117.441
FRGR1263,,8.163
FRGR1299,,18.149
FRGR1309,,39.07
FRFRR174_4,,11.426
FRFRR181_2,,8.848
FRFRR194A_4,,9.374
FRFRR2_9,,8.521
FRFRR201_3,,5.967
FRFRR201_7,,10.723
FRFRR205_2,,7.934
FRFRR207_8,,11.298
FRFRR208_2,,25.297
FRFRR213A_7,,8.707
FRFRR214_2,,6.924
FRFRR219B_1,,29.924
FRFRR22_6,,13.716
FRFRR22_7,,14.259
FRFRR22_9,,14.273
FRFRR221_7,,9.623
FRFRR221_9,,7.014
FRFRR222_6,,6.545
FRFRR226A_3,,25.231
FRFRR227_8,,5.773
FRFRR228_13,,13.283
FRFRR228_7,,13.447
FRFRR229_1,,20.92
FRFRR231_3,,16.103
FRFRR235A_1,,17.024
FRFRR235B_3,,11.161
FRFRR240_4,,14.853
FRFRR246_2,,7.925
FRFRR247A_2,,6.886
FRFRR253_2,,8.865
FRFRR255_2,,8.948
FRFRR258_2,,13.08
FRFRR261_1,,6.009
FRFRR261_3,,9.215
FRFRR277C_3,,21.673
FRFRR277C_4,,32.405
FRFRR280_2,,8.988
FRFRR286_7,,13.213
FRFRR289B_10,,8.184
FRFRR291_1,,15.512
FRFRR300A_6,,6.569
FRFRR301B_1,,5.638
FRFRR301B_2,,12.332
FRFRR302A_1,,8.256
FRFRR302A_2,,8.667
FRFRR304_3,,7.427
FRFRR304_4,,7.167
FRFRR313_10,,15.778
FRFRR314B_7,,12.686
FRFRR315B_11,,8.351
FRFRR320_7,,5.455
FRFRR321_2,,8.776
FRFRR321_6,,5.064
FRFRR323_2,,6.029
FRFRR326B_5,,9.088
FRFRR328_4,,8.309
FRFRR331B_1,,6.104
FRFRR332_10,,15.217
FRFRR338_1,,8.023
FRFRR358_3,,10.138
FRFRR360_1,,27.067
FRFRR361A_7,,7.484
FRFRR379B_1,,5.754
FRFRR424_1,,7.25
FRFRR43_6,,1.94
FRFRR434_1,,5.851
FRFRR473_1,,6.296
FRFRR493_1,,4.133
FRFRR494_1,,10.068
FRFRR519_1,,12.106
FRFRR523B_1,,9.535
FRFRR526_3,,7.907
FRFRR54_14,,7.631
FRFRR547_2,,10.391
FRFRR549_1,,7.784
FRFRR553_3,,4.793
FRFRR57_9,,6.79
FRFRR598_1,,24.195
FRFRR606_2,,15.056
FRFRR610_2,,11.263
FRFR411A,,2.15
FRFR420,,18.713
FRFR426,,5.814
FRFR428,,27.477
FRFR464,,25.364
FRFR468,,14.814
FRFR473,,29.075
FRFR49,,43.695
FRFR51,,19.324
FRFR511,,22.038
FRFR54,,96.826
FRFR556,,13.712
FRFR55B,,20.286
FRFR589,,24.934
FRFR613,,10.689
FRFR671,,35.835
FRFR926,,23.54
FRFRC11_1,,6.207
FRFRL18_5,,16.597
FRFRL30_3,,8.077
FRFRL34_2,,6.509
FRFRL34_4,,9.959
FRFRL41_1,,11.382
FRFRL65_1,,11.724
FRFRL92_1,,12.471
FRFRR101A_1,,6.637
FRFRR103_2,,13.984
FRFRR104_2,,11.287
FRFRR105_1,,11.414
FRFRR110A_1,,6.657
FRFRR111_1,,13.959
FRFRR126B_1,,6.217
FRFRR129_2,,4.938
FRFRR129_4,,9.951
FRFRR129_5,,6.753
FRFRR131_1,,5.368
FRFRR132_2,,6.641
FRFRR135A_1,,8.053
FRFRR137_6,,16.806
FRFRR142B_4,,11.758
FRFRR142B_8,,9.462
FRFRR147_2,,10.334
FRFRR151_3,,7.208
FRFRR151_8,,7.882
FRFRR153_5,,8.235
FRFRR155_2,,7.621
FRFRR155_5,,6.596
FRFRR155_6,,9.591
FRFRR155_9,,7.047
FRFRR160_3,,7.474
FRFRR161_2,,6.432
FRFRR162_7,,5.421
FRFRR164_10,,8.396
FRFRR166_5,,7.926
FRFRR168_1,,5.324
FRFRR176_3,,9.343
FRFRR188_4,,9.92
FRFRR196_1,,3.39
FRFRR199_2,,9.983
FRFRR2_1,,6.09
FRFRR201_10,,9.628
FRFRR201_11,,6.6
FRFRR210A_1,,6.605
FRFRR214_3,,9.6
FRFRR215B_4,,4.939
FRFRR216_5,,8.614
FRFRR219A_6,,9.076
FRFRR222_8,,9.083
FRFRR225_13,,11.224
FRFRR225_14,,8.164
