euSurfaceWaterBodyCode,cArea,cLength
FRDR154B,,23.02
FRDR167,,10.854
FRDR171,,23.933
FRDR173A,,23.646
FRDR200,,19.882
FRDR2001,,53.332
FRDR2003,,16.006
FRDR2006B,,12.871
FRDR2007C,,9.353
FRDR204,,24.129
FRDR205,,8.116
FRDR214,,19.1
FRDR221,,17.389
FRDR224,,18.437
FRDR228,,24.837
FRDR255,,20.514
FRDR265,,29.196
FRDR271,,40.374
FRDR288A,,52.481
FRDR323C,,3.27
FRDR335A,,36.753
FRDR384D,,24.318
FRDR402,,29.364
FRDR418,,22.769
FRDR420,,22.507
FRDR458,,26.155
FRDR459,,31.756
FRDR469,,9.288
FRDR479C,,11.095
FRDR511,,9.957
FRDR532B,,25.239
FRDR549,,21.795
FRDR551,,12.649
FRDR557,,19.188
FRDR562,,18.334
FRDR615,,38.977
FRDR628B,,17.119
FRDR629,,17.848
FRDR670,,38.769
FRDR687B,,28.507
FRDR689,,44.151
FRDR691,,31.175
FRDR74,,58.324
FREC01E,47.925,
FREL134,0.463,
FRER10112,,9.761
FRER10130,,8.174
FRER10184,,4.493
FRER10259,,10.974
FRER10381,,24.264
FRER10510,,11.641
FRER10534,,12.632
FRER10776,,10.07
FRER10784,,8.675
FRER11151,,7.001
FRER11176,,8.232
FRER11266,,7.088
FRER11498,,13.207
FRER11859,,22.153
FRDR11941,,11.579
FRDR11960,,18.695
FRDR11965,,2.158
FRDR11972,,8.484
FRDR11987,,18.126
FRDR11998,,4.626
FRDR12019,,6.044
FRDR12024,,18.345
FRDR12034,,13
FRDR12047,,11.418
FRDR12081,,28.145
FRDR12107,,8.387
FRDR12130,,2.514
FRDR1357,,9.656
FRDR140,,22.799
FRDR146,,15.719
FRDR156B,,29.41
FRDR161B,,34.475
FRDR163,,22.126
FRDR184,,37.399
FRDR191,,10.149
FRDR192A,,19.963
FRDR2007E,,31.865
FRDR2007F,,20.587
FRDR2016,,21.593
FRDR223,,28.339
FRDR234A,,14.021
FRDR236,,27.827
FRDR245A,,60.441
FRDR246A,,48.657
FRDR246B,,23.386
FRDR277B,,38.809
FRDR283,,22.363
FRDR292,,26.278
FRDR298,,19.994
FRDR309,,17.395
FRDR322B,,15.113
FRDR334,,16.479
FRDR348,,21.211
FRDR354B,,41.102
FRDR359,,20.367
FRDR368A,,37.892
FRDR382A,,27.879
FRDR397,,30.531
FRDR407,,19.159
FRDR408,,25.395
FRDR419,,24.673
FRDR448B,,15.087
FRDR452,,13.9
FRDR479B,,17.194
FRDR519,,18.822
FRDR531,,10.883
FRDR547B,,18.315
FRDR555C,,19.369
FRDR555D,,15.718
FRDR564B,,6.766
FRDR599,,65.716
FRDR600,,55.987
FRDR625,,166.659
FRDR635,,69.726
FRDR648C,,7.281
FRDR664,,25.401
FRDR677,,25.407
FRDR84,,30.595
FRDR86,,20.354
FRDR97,,13.948
FRDT03,6.938,
FREC04B,159.9,
FREL133,1.162,
FREL140,0.377,
FRER10830,,8.117
FRER10927,,8.403
FRER11,,21.975
FRER11090,,10.628
FRER11573,,8.674
FRER11853,,9.364
FRER11907,,4.906
FRER39,,30.989
FRER4,,3.196
FRER69D,,30.963
FRFC09,1.08,
FRFC11,54.031,
FRFL11,0.506,
FRDR10811,,6.299
FRDR10864,,5.644
FRDR10890,,4.805
FRDR10936,,9.157
FRDR10948,,14.893
FRDR10963,,14.882
FRDR10966,,7.862
FRDR10984,,7.27
FRDR10995,,7.135
FRDR11000,,9.435
FRDR11002,,6.041
FRDR11012,,38.641
FRDR11030,,7.033
FRDR11032,,8.531
FRDR11034,,17.036
FRDR11047B,,12.853
FRDR11052,,7.807
FRDR11055,,7.626
FRDR11081,,14.619
FRDR11125,,9.843
FRDR11127,,12.837
FRDR11134,,11.317
FRDR11150,,9.47
FRDR11165,,8.699
FRDR11184,,7.533
FRDR11188,,1.793
FRDR11190,,22.4
FRDR11234,,7.566
FRDR11240,,24.921
FRDR11256,,10.025
FRDR11267,,8.549
FRDR11281,,6.287
FRDR11312,,28.766
FRDR11331,,6.986
FRDR11354,,6.161
FRDR11361,,11.75
FRDR11375,,9.059
FRDR11399,,10.752
FRDR11400,,10.53
FRDR11403,,8.389
FRDR11421,,7.601
FRDR11423,,18.67
FRDR11434,,5.183
FRDR11459,,13.775
FRDR11481B,,10.589
FRDR11488,,6.114
FRDR11499,,24.216
FRDR11506,,5.747
FRDR11508,,12.418
FRDR11515,,8.344
FRDR11525,,29.893
FRDR11527,,18.642
FRDR11554,,7.555
FRDR11571,,7.688
FRDR11608,,10.385
FRDR11623,,6.668
FRDR11624,,17.226
FRDR11625,,6.648
FRDR11627,,23.345
FRDR11645,,16.766
FRDR11652,,15.7
FRDR11672,,7.296
FRDR11694,,5.097
FRDR11714,,4.8
FRDR11729,,19.163
FRDR11734,,28.458
FRDR11747,,13.075
FRDR11750,,6.187
FRDR11755,,17.285
FRDR11784,,19.269
FRDR11851,,32.608
FRDR11864,,7.167
FRDR11876,,12.568
FRDR11911,,8.342
FRDR11916,,10.299
FRDR11917,,9.527
FRDR11929,,5.673
FRDR11930,,19.3
FRDR11931,,11.159
FRDR11978,,26.367
FRDC02B,41.817,
FRDC09D,1.756,
FRDC10A,29.712,
FRDL116,0.918,
FRDL12,4.071,
FRDL127,1.713,
FRDL129,0.106,
FRDL43,0.716,
FRDL47,1.326,
FRDL62,0.11,
FRDL81,3.552,
FRDL95,27.471,
FRDR10005,,10.658
FRDR10041,,9.047
FRDR10056,,16.863
FRDR10065B,,9.592
FRDR10111,,6.301
FRDR10120,,17.461
FRDR10155,,7.226
FRDR10157,,17.609
FRDR10205,,10.064
FRDR10211,,6.169
FRDR10224,,60.678
FRDR10273,,15.252
FRDR10279,,7.152
FRDR10284,,7.716
FRDR10293,,4.425
FRDR10302,,5.448
FRDR10318,,7.295
FRDR10322,,24.086
FRDR10344,,6.663
FRDR10353,,7.361
FRDR10358,,47.718
FRDR10360,,12.291
FRDR10362B,,11.51
FRDR10394,,30.077
FRDR10414,,15.112
FRDR10424,,11.655
FRDR10429,,7.846
FRDR10430,,4.521
FRDR10461,,9.003
FRDR10464,,11.521
FRDR10466,,4.946
FRDR10482,,11.982
FRDR10487,,4.598
FRDR10488,,15.945
FRDR10508,,3.887
FRDR10523,,8.514
FRDR10532,,11.355
FRDR10542,,3.983
FRDR10560,,16.895
FRDR10572,,42.549
FRDR10573,,7.941
FRDR10593,,4.241
FRDR10600,,6.577
FRDR10651,,13.808
FRDR10656,,25.311
FRDR10661,,4.174
FRDR10687,,10.572
FRDR10727,,23.415
FRDR10731,,13.176
FRDR10732,,12.8
FRDR10740,,5.067
FRDR10741,,5.519
FRDR10797,,6.283
FRDR10804,,4.026
FRDR10805,,5.605
FRDR10833,,11.958
FRDR10842,,9.341
FRDR10877,,5.06
FRDR10881,,11.054
FRDR10898,,15.182
FRDR10972,,2.827
FRDR10997B,,9.455
FRDR10999,,6.37
FRDR11005,,11.456
FRDR11027,,12.741
FRDR11121,,9.546
FRDR11138,,6.739
FRDR11142,,7.793
FRDR11163,,9.258
FRFR108,,46.241
FRFR109,,20.53
FRFR114,,18.667
FRFR119C,,19.108
FRFR124B,,30.701
FRFR13,,24.853
FRFR130,,23.138
FRFR144,,13.517
FRFR162,,33.596
FRFR163,,34.921
FRFR189,,64.861
FRFR195,,24.839
FRFR1B,,25.493
FRFR21,,73.025
FRFR210A,,55.213
FRFR216,,66.523
FRFR219B,,23.985
FRFR22,,40.404
FRFR235B,,46.279
FRFR260,,39.27
FRFR261,,15.686
FRFR303A,,45.854
FRFR312,,16.948
FRFR347A,,17.103
FRFR372,,22.035
FRFR388,,25.755
FRFR41,,52.32
FRFR431,,19.479
FRFR445A,,13.709
FRFR471,,17.838
FRFR550,,9.88
FRFR585,,25.663
FRFR606,,18.194
FRFR635,,12.229
FRFR66,,24.024
FRFR67,,32.934
FRFR681,,6.692
FRFR73,,25.661
FRFR904,,21.283
FRFR918,,10.91
FRFR921,,12.128
FRFR928,,29.515
FRFR92A,,5.481
FRFRC2_1,,8.455
FRFRL18_4,,12.368
FRFRL89_2,,9.112
FRFRL90_2,,6.863
FRFRR106A_5,,3.773
FRFRR108_3,,9.67
FRFRR108_9,,6.876
FRFRR112A_3,,19.294
FRFRR123_2,,8.464
FRFRR124A_3,,16.136
FRFRR126A_2,,3.344
FRFRR134_3,,5.544
FRFRR134_5,,7.543
FRFRR137_2,,6.323
FRFRR142B_3,,14.575
FRFRR151_11,,11.833
FRFRR151_9,,13.657
FRFRR152A_9,,7.866
FRFRR165_3,,11.745
FRFRR169_2,,8.356
FRFRR17_1,,14.339
FRFRR174_1,,4.275
FRFRR18_2,,22.355
FRFRR18_5,,7.327
FRFRR182_3,,4.599
FRFRR1B_5,,16.193
FRFRR2_6,,4.201
FRFRR200_4,,7.287
FRFRR211_1,,9.101
FRFRR213A_5,,7.172
FRFRR220_1,,20.821
FRFRR224_1,,9.845
FRFRR225_15,,11.922
FRFRR225_2,,9.64
FRFRR225_6,,6.124
FRFRR226B_6,,9.863
FRFRR228_2,,11.838
FRFRR228_5,,5.921
FRAC05,233.302,
FRAR07,,27.243
FRAR16,,23.176
FRAR20,,54.993
FRAR35,,29.752
FRAR48,,31.755
FRAR49,,39.936
FRAT02,5.26,
FRB1R483,,29.956
FRB1R489,,11.673
FRB1R512,,4.661
FRB1R552,,15.796
FRB1R588,,6.105
FRB1R719,,84.349
FRCR110,,3.169
FRCR165,,13.693
FRCR167,,18.909
FRCR172,,6.16
FRCR202,,10.096
FRCR213,,172.652
FRCR24,,10.539
FRCR276,,20.706
FRCR293,,15.107
FRCR296,,25.989
FRCR320,,45.14
FRCR344,,13.752
FRCR348,,20.069
FRCR355,,15.315
FRCR37,,9.836
FRCR372,,5.277
FRCR38,,9.984
FRCR387,,14.897
FRCR400,,22.626
FRCR414,,12.218
FRCR427,,19.348
FRCR431,,14.491
FRCR467,,6.518
FRCR50,,23.166
FRCR703,,13.094
FRCR71,,5.809
FRCR720,,12
FRCR85,,8.823
FRCR86,,10.634
FRDC01,37.122,
FRDC02E,17.617,
FRDC07F,169.476,
FRDL126,1.902,
FRDL128,1.537,
FRDL26,0.417,
FRDL54,3.149,
FRDL65,578.219,
FRDL66,26.393,
FRDL70,3.166,
FRDL88,0.497,
FRDR10021,,19.715
FRDR10031,,7.482
FRDR10038,,5.555
FRDR10040,,4.482
FRDR11178,,6.514
FRDR11186,,9.169
FRDR11220,,23.944
FRDR11278,,7.432
FRDR11304A,,7.417
FRDR11308,,6.606
FRDR11315,,13.624
FRDR11339,,4.437
FRDR11353,,8.474
FRDR11381,,15.412
FRDR11413,,3.678
FRDR11430,,8.53
FRDR11461,,15.115
FRDR11476,,15.755
FRDR11477,,6.904
FRDR11480,,2.561
FRDR11481A,,8.463
FRDR11489,,8.958
FRDR11491,,30.762
FRDR11493,,10.234
FRDR11500,,7.857
FRDR11505,,5.329
FRDR11514,,15.122
FRDR11520,,5.151
FRDR11524,,15.102
FRDR11541,,2.142
FRDR11553,,6.542
FRDR11562,,13.437
FRDR11586,,8.075
FRDR11589,,13.62
FRDR11594,,6.545
FRDR11597,,7.264
FRDR11610,,4.267
FRDR11615,,5.784
FRDR11619,,13.826
FRDR11666,,7.505
FRDR11674,,1.371
FRDR11686,,15.84
FRDR11690,,13.398
FRDR11700,,12.194
FRDR11701,,7.271
FRDR11703,,5.005
FRDR11722,,15.102
FRDR11733,,7.516
FRDR11752,,18.109
FRDR11753,,5.98
FRDR11775,,3.342
FRDR11795,,6.009
FRDR11804,,22.183
FRDR11810,,10.916
FRDR11823,,5.656
FRDR11833,,70.807
FRDR11838,,4.737
FRDR11850,,5.926
FRDR11880,,7.992
FRDR11884,,10.617
FRDR11894,,8.003
FRDR11913,,8.352
FRDR11933,,10.682
FRDR11938,,5.744
FRDR11947,,7.711
FRDR11994,,10.073
FRDR11996,,21.507
FRDR12012,,17.464
FRDR12023,,5.455
FRDR12060,,11
FRDR12068,,3.6
FRDR12072,,7.775
FRDR12076,,12.024
FRDR12100,,21.248
FRDR12111,,13.876
FRDR136A,,11.262
FRDR147,,15.165
FRDR1484,,10.549
FRDR156A,,35.067
FRDR2010,,8.134
FRDR2015,,21.334
FRDR2020,,20.736
FRDR2027A,,19.066
FRDR2029,,22.184
FRDR213,,46.705
FRDR10387A,,5.371
FRDR10403,,2.583
FRDR10405,,7.391
FRDR10410,,36.596
FRDR10418,,7.457
FRDR10422,,5.546
FRDR10428,,10.923
FRDR10440,,8.261
FRDR10485,,8.531
FRDR10522,,5.432
FRDR10539,,3.299
FRDR10545,,12.73
FRDR10579,,6.691
FRDR10586,,12.19
FRDR10590,,11.156
FRDR10592,,9.438
FRDR10595B,,14.157
FRDR10635,,6.955
FRDR10636,,10.001
FRDR10647,,6.089
FRDR10668,,16.9
FRDR10675,,23.282
FRDR10682,,9.527
FRDR10686,,38.073
FRDR10691,,15.575
FRDR107,,30.263
FRDR10709,,10.936
FRDR10716,,15.654
FRDR10718,,5.467
FRDR10725,,11.753
FRDR10758,,9.439
FRDR10765,,12.894
FRDR10770,,3.622
FRDR10795,,14.594
FRDR10802,,9.511
FRDR10808,,9.002
FRDR10817,,8.259
FRDR10844,,7.586
FRDR10859,,7.888
FRDR10863,,10.686
FRDR10904,,6.261
FRDR10910,,5.479
FRDR10932,,10.785
FRDR11040,,7.578
FRDR11069,,7.339
FRDR11091,,36.14
FRDR11130,,7.01
FRDR11147,,5.148
FRDR11148,,11.991
FRDR11167,,8.092
FRDR11200,,5.41
FRDR11212,,2.196
FRDR11245,,5.635
FRDR11258,,6.457
FRDR11269,,11.262
FRDR11279,,6.648
FRDR11323,,6.106
FRDR11345,,3.431
FRDR11348,,5.84
FRDR11371,,28.476
FRDR11384,,6.018
FRDR11390,,38.185
FRDR11394,,7.323
FRDR11398,,10.156
FRDR1141A,,8.932
FRDR11435,,15.006
FRDR11468,,5.66
FRDR11478,,10.199
FRDR11484,,11.232
FRDR11485,,15.322
FRDR11516,,14.156
FRDR11522,,28.369
FRDR11539,,17.479
FRDR11548,,15.604
FRDR11584,,4.983
FRDR11600,,17.166
FRDR11605,,5.604
FRDR11613,,7.429
FRDR11617,,7.317
FRDR11626,,7.216
FRDR11642,,16.711
FRDR11647A,,3.584
FRDR11656,,8.784
FRDR11671,,11.277
FRDT15A,132.38,
FREL132,0.698,
FRER10420,,7.312
FRER10446,,4.769
FRER11580,,6.442
FRER11581,,10.584
FRER11967,,8.258
FRER22A,,15.141
FRER29,,19.112
FRFL13,0.554,
FRFL34,2.467,
FRFL37,3.798,
FRFL49,16.231,
FRFL5,1.174,
FRFL7,1.615,
FRFL82,0.6,
FRFL96,0.638,
FRFR101A,,6.07
FRFR113,,17.934
FRFR127,,29.331
FRFR134,,33.895
FRFR14,,57.61
FRFR150,,26.456
FRFR152B,,27.969
FRFR182,,13.069
FRFR191,,34.99
FRFR221,,86.291
FRFR24,,38.721
FRFR247A,,18.135
FRFR252A,,36.119
FRFR258,,34.891
FRFR289A,,8.59
FRFR290A,,16.52
FRFR292,,42.463
FRFR295B,,20.283
FRFR302A,,23.298
FRFR305,,38.885
FRFR315B,,44.882
FRFR322,,43.11
FRFR326A,,13.25
FRFR360,,19.436
FRFR361B,,21.223
FRFR371,,14.132
FRFR373,,43.852
FRFR405,,11.1
FRFR410,,15.736
FRFR446,,15.69
FRFR47,,44.904
FRFR482B,,4.731
FRFR486,,19.488
FRFR490,,14.806
FRFR496B,,26.783
FRFR541,,15.61
FRFR553,,22.405
FRFR557D,,16.864
FRFR612,,25.423
FRFR625,,23.556
FRFR630,,24.137
FRFR684,,22.842
FRFR78,,15.424
FRFR829,,30.112
FRFR87,,9.877
FRFR912,,70.985
FRFR914,,30.437
FRFR92B,,11.879
FRFR94,,39.043
FRFR98A,,11.473
FRFRL101_1,,5.872
FRFRL18_3,,24.637
FRFRL30_5,,13.201
FRFRL40_0,,10.885
FRFRL94_1,,9.555
FRFRR100_2,,5.441
FRFRR111_2,,8.18
FRFRR117_1,,12.618
FRFRR12_4,,5.171
FRFRR139_4,,7.539
FRFRR147_1,,5.059
FRFRR157A_1,,9.269
FRFRR158_1,,17.729
FRGR1055,,16.468
FRGR1060,,18.192
FRGR1069,,21.983
FRGR1097,,7.597
FRGR1102,,16.937
FRGR1120,,29.278
FRGR1152,,12.933
FRGR1160,,10.925
FRGR1174,,10.772
FRGR1185,,92.685
FRGR1200,,14.285
FRGR1244,,46.556
FRGR1257,,54.591
FRGR1267,,9.518
FRGR1284,,13.877
FRGR1315,,7.449
FRGR1325,,32.491
FRGR1338,,18.407
FRGR1353,,9.098
FRGR1363,,19.444
FRGR1366,,13.038
FRGR1437,,34.492
FRGR1438,,64.996
FRGR1448,,11.769
FRGR1472,,10.938
FRGR1519,,22.784
FRGR1520,,18.028
FRGR1548,,50.113
FRGR1578,,15.131
FRGR1588,,76.598
FRGR1612,,23.004
FRGR1638,,41.146
FRGR1650,,87.857
FRGR1669,,9.273
FRGR1676,,16.395
FRGR1679,,42.789
FRGR1680,,15.878
FRGR1700,,11.442
FRGR1702,,30.745
FRGR1729,,12.265
FRGR1732,,16.494
FRGR1756,,20.259
FRGR1759,,12.928
FRGR1796,,10.213
FRGR1809,,16.813
FRGR1845,,20.582
FRGR1850,,29.845
FRGR1891,,18.801
FRGR1894,,12.271
FRGR1897,,10.577
FRGR1904,,51.246
FRGR1922,,22.143
FRGR1950,,8.368
FRGR1960,,26.865
FRGR2007,,16.492
FRGR2036,,91.441
FRGR2075,,27.072
FRGR2129,,38.578
FRGR2174,,29.799
FRGR2181,,61.968
FRGR2189,,13.414
FRGR2197,,25.332
FRGR2209,,65.253
FRGR2228,,47.96
FRGR2233,,8.136
FRGT09,61.649,
FRGT13,18.217,
FRHL02,22.718,
FRHL10,0.708,
FRHL27,1.321,
FRFR104,,25.391
FRFR105,,22.815
FRFR107B,,12.104
FRFR153,,49.948
FRFR156,,60.267
FRFR157B,,28.516
FRFR166,,47.8
FRFR179,,37.177
FRFR188,,34.323
FRFR193,,37.187
FRFR222,,74.081
FRFR225,,74.829
FRFR244,,24.351
FRFR246,,31.733
FRFR252B,,31.494
FRFR282,,28.149
FRFR285,,64.877
FRFR296B,,27.286
FRFR298,,46.462
FRFR318A,,39.764
FRFR328,,47.8
FRFR330A,,5.79
FRFR330B,,36.812
FRFR341,,64.102
FRFR368,,17.018
FRFR375,,20.057
FRFR40,,49.446
FRFR457,,16.924
FRFR470,,10.959
FRFR474,,24.511
FRFR493,,12.03
FRFR518,,21.139
FRFR549,,14.392
FRFR572,,25.324
FRFR583,,7.071
FRFR648,,8.104
FRFR685,,25.839
FRFR75,,22.155
FRFR903B,,11.353
FRFR905C,,9.926
FRFR917,,23.258
FRFRL18_2,,10.513
FRFRL28_2,,18.542
FRFRL30_4,,4.872
FRFRL30_7,,4.023
FRFRL37_1,,7.182
FRFRL46_2,,9.844
FRFRL56_4,,6.537
FRFRR10_6,,8.291
FRFRR108_1,,6.163
FRFRR109_1,,15.187
FRFRR123_6,,6.876
FRFRR126A_5,,6.136
FRFRR126B_4,,8.33
FRFRR127_2,,17.165
FRFRR134_2,,8.275
FRFRR134_4,,5.698
FRFRR139_10,,16.997
FRFRR152A_4,,4.997
FRFRR165_4,,10.043
FRFRR17_2,,5.509
FRFRR170_7,,14.657
FRFRR173_1,,6.261
FRFRR18_4,,24.053
FRFRR184_2,,20.082
FRFRR187_2,,8.74
FRFRR187_8,,8.09
FRFRR2_2,,12.221
FRFRR207_10,,9.254
FRFRR211_4,,7.03
FRFRR216_10,,8.175
FRFRR216_6,,10.584
FRFRR221_4,,5.714
FRFRR225_7,,5.969
FRFRR227_5,,8.368
FRFRR228_6,,7.83
FRFRR228_8,,7.273
FRFRR229_9,,6.575
FRFRR234_3,,12.252
FRFRR238_4,,34.819
FRFRR24_1,,31.175
FRKR2045,,5.958
FRKR3097,,9.814
FRKR4019,,29.484
FRKR4065,,15.07
FRKR4081,,7.235
FRKR4093,,12.729
FRKR4099,,147.88
FRKR4103,,8.761
FRKR4104,,21.783
FRKR5040,,28.773
FRKR5092,,12.174
FRKR5125,,18.155
FRKR5134,,14.892
FRKR5155,,53.395
FRKR5162,,29.817
FRKR5170,,31.203
FRKR5171,,12.742
FRKR5179,,24.568
FRKR5192,,8.111
FRKR5204,,8.843
FRKR5207,,11.279
FRKR8064,,11.055
FRLC102,61.045,
FRLC107,27.077,
FRLR06,,24.097
FRLR16,,10.642
FRLR21,,6.295
FRMC01,55.547,
FRMC08,55.898,
FRMC15,24.603,
FRMR03,,62.452
FRMR15,,9.117
FRDR10006,,6.283
FRDR10019,,12.37
FRDR10026,,11.017
FRDR10087,,1.337
FRDR10091B,,6.063
FRDR10102,,8.4
FRDR10128,,5.546
FRDR10159,,2.104
FRDR10164,,4.585
FRDR10192,,20.378
FRDR10219,,10.551
FRDR10241,,8.592
FRDR10245,,13.924
FRDR10252,,6.706
FRDR10262,,20.077
FRDR10286,,7.937
FRDR10300,,7.097
FRDR10335,,12.333
FRDR10349,,19.503
FRDR10372,,5.021
FRDR10373,,25.035
FRDR10392,,4.285
FRDR10393,,5.241
FRDR10407,,12.523
FRDR10416,,5.997
FRDR10431,,5.648
FRDR10433,,5.132
FRDR10434,,5.091
FRDR10444,,10.53
FRDR10465,,10.333
FRDR10469,,13.704
FRDR10473,,7.957
FRDR10475,,5.478
FRDR10511,,4.768
FRDR10516,,8.231
FRDR10533,,19.026
FRDR10614,,5.966
FRDR10625,,21.573
FRDR10627,,22.3
FRDR10645,,8.329
FRDR10649,,4.61
FRDR10684,,7.107
FRDR10710,,8.972
FRDR10721,,28.186
FRDR10729,,5.609
FRDR10733,,47.435
FRDR10747,,7.315
FRDR10794,,11.237
FRDR108,,57.446
FRDR10827,,9.153
FRDR10841,,19.253
FRDR10856,,10.011
FRDR10889,,6.626
FRDR109,,34.8
FRDR10920,,6.961
FRDR11043,,6.54
FRDR11044,,9.907
FRDR11093,,16.871
FRDR11111,,5.951
FRDR11117,,17.718
FRDR11146,,18.578
FRDR11149,,9.595
FRDR11153,,19.511
FRDR11175,,16.232
FRDR11193,,28.003
FRDR11203,,6.041
FRDR11211,,12.473
FRDR11226,,45.716
FRDR11242,,7.88
FRDR11248,,8.725
FRDR11271,,27.263
FRDR11293,,6.625
FRDR11318,,12.233
FRDR11341,,7.562
FRDR11356,,9.492
FRDR11366,,12.958
FRDR11372,,8.441
FRDR11376,,7.758
FRDR11410,,11.899
FRDR11418,,16.439
FRDR11426,,6.971
FRER36,,22.134
FRER61B,,5.694
FRER65,,28.002
FRFC10,19.854,
FRFL23,0.578,
FRFL66,0.481,
FRFL73,0.604,
FRFL9,3.28,
FRFL94,0.419,
FRFR103,,17.962
FRFR116,,24.437
FRFR119B,,7.959
FRFR122,,12
FRFR125,,25.391
FRFR129,,17.184
FRFR233,,27.981
FRFR236,,31.494
FRFR35,,53.658
FRFR351,,18.02
FRFR361A,,45.079
FRFR377,,32.162
FRFR386,,16.199
FRFR424,,15.158
FRFR42A,,14.744
FRFR435,,6.432
FRFR455,,15.327
FRFR46A,,27.607
FRFR492,,12.101
FRFR501,,39.186
FRFR504,,12.368
FRFR529,,11.508
FRFR543,,11.659
FRFR55A,,8.559
FRFR573,,18.459
FRFR574,,2.599
FRFR577,,14.152
FRFR58,,13.272
FRFR611,,25.734
FRFR627B,,5.471
FRFR629B,,11.054
FRFR65,,22.549
FRFR663,,51.332
FRFR677,,13.519
FRFR683,,23.923
FRFR86,,23.455
FRFR905B,,2.297
FRFR910,,194.187
FRFR920,,13.395
FRFRL18_1,,17.44
FRFRL25_1,,18.51
FRFRL31_1,,18.581
FRFRL44_1,,5.089
FRFRL46_3,,13.558
FRFRL46_4,,18.412
FRFRL61_1,,9.067
FRFRL88_1,,6.691
FRFRL9_2,,8.348
FRFRR110C_1,,7.697
FRFRR112A_5,,14.701
FRFRR126A_4,,9.102
FRFRR130_1,,6.981
FRFRR153_1,,14.713
FRFRR162_5,,6.279
FRFRR163_2,,11.832
FRFRR164_12,,31.857
FRFRR170_5,,9.995
FRFRR174_2,,5.81
FRFRR174_3,,12.651
FRFRR178_7,,7.254
FRFRR180_1,,6.359
FRFRR181_5,,7.166
FRFRR194B_1,,5.261
FRFRR195_2,,5.181
FRFRR198_5,,18.607
FRFRR2_8,,8.791
FRFRR201_8,,13.305
FRFRR214_4,,10.967
FRFRR220_5,,10.19
FRFRR221_8,,7.076
FRFRR223_3,,5.867
FRFL46,10.572,
FRFL47,0.472,
FRFL56,3.339,
FRFL64,0.717,
FRFL67,0.441,
FRFL80,1.686,
FRFR106B,,7.164
FRFR131,,12.933
FRFR142A,,24.97
FRFR149,,26.077
FRFR155,,74.364
FRFR158,,21.403
FRFR160,,20.407
FRFR164,,54.608
FRFR185,,30.733
FRFR194B,,32.582
FRFR198,,38.942
FRFR219A,,69.886
FRFR228,,95.951
FRFR230,,31.333
FRFR232,,31.41
FRFR234,,26.767
FRFR23B,,26.036
FRFR27,,13.429
FRFR271B,,31.414
FRFR278,,62.529
FRFR279,,8.626
FRFR294,,21.996
FRFR342,,54.501
FRFR353,,28.475
FRFR379A,,6.117
FRFR403,,13.143
FRFR430,,29.521
FRFR434,,15.071
FRFR469,,22.38
FRFR480,,15.749
FRFR496A,,9.105
FRFR498A,,20.663
FRFR5,,32.231
FRFR517,,8.127
FRFR522,,18.13
FRFR533,,17.586
FRFR557B,,23.46
FRFR571A,,8.334
FRFR6,,35.066
FRFR603,,22.867
FRFR623,,37.495
FRFR63,,29.363
FRFR64,,23
FRFR647,,6.477
FRFR658A,,12.172
FRFR666,,12.852
FRFR682,,32.909
FRFR79,,25.79
FRFR927,,26.863
FRFR95,,22.422
FRFR97A,,13.722
FRFR98B,,36.091
FRFRC6_4,,15.044
FRFRL103_1,,10.068
FRFRL105_2,,4.892
FRFRL92_2,,12.04
FRFRR106A_2,,9.385
FRFRR108_5,,13.762
FRFRR120B_2,,9.069
FRFRR13_1,,3.895
FRFRR143_1,,20.785
FRFRR150_2,,3.857
FRFRR152A_8,,15.437
FRFRR153_2,,8.034
FRFRR154_3,,14.226
FRFRR155_7,,9.153
FRFRR157B_6,,4.729
FRFRR16_7,,8.766
FRFRR161_6,,4.679
FRFRR161_7,,9.332
FRFRR162_6,,9.169
FRFRR166_10,,7.289
FRFRR166_2,,6.561
FRFRR170_3,,13.387
FRFRR18_3,,12.6
FRDR11995,,10.883
FRDR12002,,12.419
FRDR12021,,12.572
FRDR12029,,7.327
FRDR12070,,7.977
FRDR12071,,11.625
FRDR12078,,10.787
FRDR12102,,18.99
FRDR13004,,7.502
FRDR13007,,6.009
FRDR131,,38.203
FRDR139,,14.511
FRDR144,,10.513
FRDR151B,,17.029
FRDR152,,13.637
FRDR154A,,16.262
FRDR160,,12.426
FRDR185,,40.901
FRDR201,,30.772
FRDR2011,,32.676
FRDR2017,,21.797
FRDR2022,,9.361
FRDR232B,,15.003
FRDR244,,24.175
FRDR268,,13.296
FRDR276B,,25.149
FRDR281A,,5.125
FRDR3045,,24.691
FRDR3053,,48.437
FRDR310,,19.094
FRDR319,,55.155
FRDR330,,3.41
FRDR347,,13.244
FRDR354C,,53.045
FRDR356,,32.035
FRDR360,,12.67
FRDR361C,,36.5
FRDR368B,,16.704
FRDR387B,,12.936
FRDR465,,10.843
FRDR466A,,41.743
FRDR479A,,20.056
FRDR489,,31.065
FRDR493A,,16.876
FRDR507,,22.654
FRDR522A,,2.483
FRDR541A,,37.737
FRDR550,,14.857
FRDR552C,,19.827
FRDR555A,,38.408
FRDR596,,38.607
FRDR630A,,40.084
FRDR630B,,8.36
FRDR634,,33.323
FRDR649,,12.746
FRDR650A,,11.316
FRDR686,,6.65
FRDR687A,,34.576
FRDR73,,27.036
